title,category_label,author_group,source_work,life,final_strength,strength_stars,final_complexity,complexity_stars,rule_boundary,electronicization_level,roles,rule_concepts,risks,needs_author_review,summary
赵敏,战斗人物,金庸,倚天屠龙记,1600,2.24,★★☆☆☆,4.53,★★★★★,4.45,低,持续输出、阵营/结盟、多人一卡,回合/轮/时机、玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命、多人一卡/共享生命,状态交互风险、回合/轮/时机边界、多人一卡结构边界、循环/累积风险、目标/来源风险、结算顺序风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 82%。
周芷若,战斗人物,金庸,倚天屠龙记,2000,3.98,★★★★☆,4.97,★★★★★,4.7,中,爆发输出、持续输出、肉盾/生存、控制/封锁、对象清除裁定、资源/牌堆,回合/轮/时机、攻击/伤害/生命流失、专属/身份、杀死/死亡/生命、清除/卡与人物单元、牌堆/弃牌/本局弃卡,卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、状态交互风险、目标/来源风险,规则概念边界复杂、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 87%。
宋远桥,战斗人物,金庸,倚天屠龙记,4000,2.9,★★★☆☆,4.71,★★★★★,4.14,低,爆发输出、持续输出、肉盾/生存、阵营/结盟、规则解释高风险、人工裁定,回合/轮/时机、文本修改/人工裁定、杀死/死亡/生命、玩家/一方/阵营/结盟,文本解释风险、人工裁定边界、回合/轮/时机边界、循环/累积风险、状态交互风险、目标/来源风险、结算顺序风险,规则概念边界复杂、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 74%。
胡一刀,战斗人物,金庸,雪山飞狐,3001,2.54,★★★☆☆,3.26,★★★☆☆,2.54,低,持续输出、肉盾/生存、控制/封锁,回合/轮/时机、攻击/伤害/生命流失、专属/身份,循环/累积风险、状态交互风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 30%。
苗人凤,战斗人物,金庸,雪山飞狐,2700,3.7,★★★★☆,4.05,★★★★☆,2.6,低,持续输出、肉盾/生存、控制/封锁、胜负特判,回合/轮/时机、攻击/伤害/生命流失、专属/身份,循环/累积风险、胜负裁定风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、状态交互风险,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 32%。
般剌密谛,战斗人物,金庸,笑傲江湖,3000,1.88,★★☆☆☆,2.33,★★☆☆☆,1.85,低,肉盾/生存,杀死/死亡/生命、专属/身份,状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 12%。
冲虚,战斗人物,金庸,笑傲江湖,2800,2.37,★★☆☆☆,3.7,★★★★☆,2.88,低,肉盾/生存、位置/场景,回合/轮/时机、专属/身份、场景/地点/空间,状态交互风险、目标/来源风险、结算顺序风险、回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 40%。
东方不败,战斗人物,金庸,笑傲江湖,2800,2.76,★★★☆☆,3.51,★★★★☆,2.58,低,爆发输出、肉盾/生存、控制/封锁,专属/身份、回合/轮/时机、杀死/死亡/生命,回合/轮/时机边界、文本解释风险、状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 32%。
方证,战斗人物,金庸,笑傲江湖,5200,2.76,★★★☆☆,3.43,★★★☆☆,3.02,低,肉盾/生存、控制/封锁、位置/场景,攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份、场景/地点/空间,状态交互风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 45%。
风清扬,战斗人物,金庸,笑傲江湖,2500,1.72,★★☆☆☆,3.15,★★★☆☆,3.6,低,资源/学习、位置/场景、阵营/结盟、空间/离场裁定,玩家/一方/阵营/结盟、专属/身份、学习/复制/特技所有权、离场/不在场/找不到/无此人,目标/来源风险、存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 64%。
葵花老祖,战斗人物,金庸,笑傲江湖,2800,3.1,★★★☆☆,4.47,★★★★☆,3.83,中,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、空间/离场裁定,回合/轮/时机、专属/身份、杀死/死亡/生命、离场/不在场/找不到/无此人,目标/来源风险、结算顺序风险、回合/轮/时机边界、存在状态边界、循环/累积风险、文本解释风险、空间状态风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 69%。
林平之,战斗人物,金庸,笑傲江湖,1900,1.93,★★☆☆☆,2.99,★★★☆☆,3.12,低,持续输出、阵营/结盟、资源/牌堆,牌堆/弃牌/本局弃卡、专属/身份、玩家/一方/阵营/结盟、回合/轮/时机,结算顺序风险、回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 49%。
林远图,战斗人物,金庸,笑傲江湖,2800,1.71,★★☆☆☆,2.18,★★☆☆☆,1.59,低,阵营/结盟,专属/身份、玩家/一方/阵营/结盟,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 5%。
令狐冲,战斗人物,金庸,笑傲江湖,2300,2.63,★★★☆☆,4.31,★★★★☆,3.64,中,持续输出、资源/学习、阵营/结盟,攻击/伤害/生命流失、回合/轮/时机、专属/身份、学习/复制/特技所有权、玩家/一方/阵营/结盟,回合/轮/时机边界、攻击/伤害/生命流失概念边界、目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 65%。
任我行,战斗人物,金庸,笑傲江湖,3300,2.89,★★★☆☆,4.8,★★★★★,2.98,中,阵营/结盟,回合/轮/时机、杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟,回合/轮/时机边界、文本解释风险、目标/来源风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 44%。
岳不群,战斗人物,金庸,笑傲江湖,2500,3.33,★★★☆☆,4.52,★★★★★,3.38,中,爆发输出、肉盾/生存、资源/学习、位置/场景、阵营/结盟、空间/离场裁定,专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,存在状态边界、状态交互风险、空间状态风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 57%。
左冷禅,战斗人物,金庸,笑傲江湖,3100,2.87,★★★☆☆,4.58,★★★★★,3.8,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟、对象清除裁定,回合/轮/时机、玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命、清除/卡与人物单元,状态交互风险、结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 69%。
莫大先生,战斗人物,金庸,笑傲江湖,2400,2.27,★★☆☆☆,3.49,★★★☆☆,2.28,低,肉盾/生存、位置/场景、空间/离场裁定,离场/不在场/找不到/无此人,存在状态边界、目标/来源风险、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 22%。
田伯光,战斗人物,金庸,笑傲江湖,2700,2.27,★★☆☆☆,3.3,★★★☆☆,2.07,低,爆发输出、控制/封锁,回合/轮/时机、专属/身份,回合/轮/时机边界、文本解释风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 16%。
白自在,战斗人物,金庸,侠客行,3500,2.75,★★★☆☆,4.01,★★★★☆,1.82,低,爆发输出,专属/身份、杀死/死亡/生命,,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 11%。
龙木二岛主,战斗人物,金庸,侠客行,6000*2,1.88,★★☆☆☆,2.27,★★☆☆☆,2.51,低,爆发输出,专属/身份、回合/轮/时机、攻击/伤害/生命流失,回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 29%。
石破天,战斗人物,金庸,侠客行,3000,3.37,★★★☆☆,3.55,★★★★☆,2.5,低,爆发输出、肉盾/生存、控制/封锁,攻击/伤害/生命流失、专属/身份、杀死/死亡/生命,状态交互风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 29%。
谢烟客,战斗人物,金庸,侠客行,5500,2.49,★★☆☆☆,4.48,★★★★☆,2.61,高,持续输出,回合/轮/时机、专属/身份、杀死/死亡/生命,循环/累积风险、随机/人工裁定风险、回合/轮/时机边界、结算顺序风险,电子化/结算风险较高,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 32%。
贝海石,战斗人物,金庸,侠客行,3100,2.42,★★☆☆☆,3.5,★★★★☆,2.3,低,控制/封锁,回合/轮/时机、杀死/死亡/生命,状态交互风险、文本解释风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 23%。
丁春秋,战斗人物,金庸,天龙八部,2500,3.27,★★★☆☆,4.69,★★★★★,2.67,中,持续输出、肉盾/生存、控制/封锁,回合/轮/时机、专属/身份、杀死/死亡/生命,状态交互风险、回合/轮/时机边界、循环/累积风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 35%。
段延庆,战斗人物,金庸,天龙八部,2900,2.57,★★★☆☆,3.43,★★★☆☆,3.74,低,爆发输出、阵营/结盟、人工裁定,攻击/伤害/生命流失、专属/身份、文本修改/人工裁定、玩家/一方/阵营/结盟,人工裁定边界、攻击/伤害/生命流失概念边界、目标/来源风险,人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 68%。
段誉,战斗人物,金庸,天龙八部,2000,3.03,★★★☆☆,4.19,★★★★☆,2.83,低,持续输出、控制/封锁、阵营/结盟,专属/身份、回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,状态交互风险、回合/轮/时机边界、目标/来源风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 39%。
黄眉僧,战斗人物,金庸,天龙八部,2700,2.63,★★★☆☆,3.52,★★★★☆,4.67,低,位置/场景、阵营/结盟、胜负特判、空间/离场裁定,回合/轮/时机、攻击/伤害/生命流失、专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,回合/轮/时机边界、存在状态边界、攻击/伤害/生命流失概念边界、空间状态风险、结算顺序风险、胜负裁定风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 86%。
鸠摩智,战斗人物,金庸,天龙八部,3000,3.29,★★★☆☆,4.88,★★★★★,5.0,中,肉盾/生存、资源/学习、规则解释高风险、人工裁定、多人一卡,专属/身份、回合/轮/时机、多人一卡/共享生命、学习/复制/特技所有权、文本修改/人工裁定、杀死/死亡/生命,目标/来源风险、结算顺序风险、人工裁定边界、回合/轮/时机边界、多人一卡结构边界、文本解释风险,规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
李秋水,战斗人物,金庸,天龙八部,2800,2.33,★★☆☆☆,3.93,★★★★☆,1.96,低,待观察、资源/牌堆,专属/身份、牌堆/弃牌/本局弃卡,目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 13%。
慕容博,战斗人物,金庸,天龙八部,3200,1.88,★★☆☆☆,3.42,★★★☆☆,1.84,低,爆发输出、持续输出、阵营/结盟,攻击/伤害/生命流失、玩家/一方/阵营/结盟,循环/累积风险、目标/来源风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 12%。
慕容复,战斗人物,金庸,天龙八部,2500,2.35,★★☆☆☆,4.44,★★★★☆,2.44,低,持续输出、控制/封锁、阵营/结盟,回合/轮/时机、玩家/一方/阵营/结盟、专属/身份,状态交互风险、回合/轮/时机边界、循环/累积风险、文本解释风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 26%。
天山童姥,战斗人物,金庸,天龙八部,8600,3.37,★★★☆☆,5.0,★★★★★,4.2,中,资源/学习、阵营/结盟、对象清除裁定、资源/牌堆,回合/轮/时机、杀死/死亡/生命、清除/卡与人物单元、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟,卡对象与人物单元边界、回合/轮/时机边界、结算顺序风险、随机/人工裁定风险,规则概念边界复杂、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 76%。
无崖子,战斗人物,金庸,天龙八部,2000,3.14,★★★☆☆,4.9,★★★★★,4.48,中,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟、资源/牌堆,回合/轮/时机、杀死/死亡/生命、学习/复制/特技所有权、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟、专属/身份,状态交互风险、回合/轮/时机边界、循环/累积风险、文本解释风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 82%。
