title,category_label,author_group,source_work,life,strength_adjusted,strength_stars,complexity,complexity_stars,electronicization_level,roles,risks,needs_author_review,summary
龙元,物品,其他,风云,,1.35,★☆☆☆☆,2.49,★★☆☆☆,中,规则解释高风险,文本解释风险、状态交互风险、目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 69%。
血河车,物品,温瑞安,血河车,,1.91,★★☆☆☆,3.15,★★★☆☆,低,肉盾/生存、控制/封锁、胜负特判,状态交互风险、目标/来源风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 69%，同类复杂度分位 82%。
黑玫瑰,物品,金庸,天龙八部,,1.64,★★☆☆☆,1.46,★☆☆☆☆,低,肉盾/生存,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 44%，同类复杂度分位 3%。
汗血宝马,物品,射雕英雄传,射雕英雄传,,1.46,★☆☆☆☆,1.64,★★☆☆☆,低,位置/场景,空间状态风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 19%，同类复杂度分位 17%。
白马,物品,金庸,白马啸西风,,1.46,★☆☆☆☆,1.62,★★☆☆☆,低,位置/场景,目标/来源风险、空间状态风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 19%，同类复杂度分位 14%。
九阳真经,物品,金庸,倚天屠龙记,,2.09,★★☆☆☆,2.0,★★☆☆☆,低,爆发输出、持续输出、肉盾/生存,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 77%，同类复杂度分位 44%。
易筋经,物品,金庸,天龙八部,,1.91,★★☆☆☆,1.64,★★☆☆☆,低,肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 69%，同类复杂度分位 17%。
海天秘笈,物品,古龙,孤星传,,1.56,★★☆☆☆,2.27,★★☆☆☆,低,功能牌,随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 55%。
武穆遗书,物品,金庸,射雕英雄传,,1.47,★☆☆☆☆,1.76,★★☆☆☆,低,肉盾/生存、规则解释高风险,文本解释风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 23%，同类复杂度分位 25%。
九阴真经,物品,金庸,射雕英雄传,,3.59,★★★★☆,5.0,★★★★★,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景,状态交互风险、结算顺序风险、目标/来源风险、文本解释风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 99%，同类复杂度分位 98%。
怜花宝鉴,物品,古龙,武林外史,,1.87,★★☆☆☆,2.48,★★☆☆☆,低,资源/学习,文本解释风险、空间状态风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 64%，同类复杂度分位 67%。
忘情天书,物品,温瑞安,神州奇侠,,1.71,★★☆☆☆,2.93,★★★☆☆,中,肉盾/生存、资源/学习、位置/场景,空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 51%，同类复杂度分位 75%。
辟邪剑谱,物品,金庸,笑傲江湖,,1.35,★☆☆☆☆,2.01,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 47%。
葵花宝典,物品,金庸,笑傲江湖,,3.0,★★★☆☆,4.97,★★★★★,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景,文本解释风险、目标/来源风险、结算顺序风险、循环/累积风险、空间状态风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 94%，同类复杂度分位 96%。
道心种魔大法,物品,黄易,覆雨翻云,,1.42,★☆☆☆☆,2.41,★★☆☆☆,低,功能牌,目标/来源风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 64%。
长生诀,物品,黄易,大唐双龙传,,1.62,★★☆☆☆,2.0,★★☆☆☆,低,持续输出,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 41%，同类复杂度分位 44%。
罗刹火枪,物品,金庸,鹿鼎记,,1.76,★★☆☆☆,1.81,★★☆☆☆,低,肉盾/生存,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 57%，同类复杂度分位 30%。
红衣大炮,物品,金庸,鹿鼎记,,1.79,★★☆☆☆,2.18,★★☆☆☆,低,阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 58%，同类复杂度分位 53%。
屠龙刀,物品,金庸,倚天屠龙记,,1.96,★★☆☆☆,4.19,★★★★☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁,状态交互风险、目标/来源风险、结算顺序风险,同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 74%，同类复杂度分位 91%。
鹰刀,物品,黄易,破碎虚空,,1.42,★☆☆☆☆,1.53,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 8%。
凝碧剑,物品,金庸,书剑恩仇录,,1.51,★★☆☆☆,1.43,★☆☆☆☆,低,功能牌,,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 26%，同类复杂度分位 1%。
倚天剑,物品,金庸,倚天屠龙记,,1.35,★☆☆☆☆,2.38,★★☆☆☆,低,爆发输出,目标/来源风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 62%。
玄铁重剑,物品,金庸,神雕侠侣,,2.34,★★☆☆☆,2.82,★★★☆☆,低,肉盾/生存、控制/封锁,目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 84%，同类复杂度分位 72%。
碧血照丹青,物品,古龙,绝代双骄,,1.67,★★☆☆☆,2.47,★★☆☆☆,低,持续输出,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 48%，同类复杂度分位 65%。
泪痕剑,物品,古龙,英雄无泪,,3.04,★★★☆☆,2.33,★★☆☆☆,低,爆发输出、持续输出,循环/累积风险、随机/人工裁定风险、文本解释风险,同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 96%，同类复杂度分位 59%。
金蛇剑,物品,金庸,碧血剑,,1.51,★★☆☆☆,1.56,★★☆☆☆,低,功能牌,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 26%，同类复杂度分位 9%。
七武器,物品,古龙,七武器,,2.76,★★★☆☆,4.43,★★★★☆,中,控制/封锁、阵营/结盟,状态交互风险、随机/人工裁定风险、目标/来源风险,同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 92%，同类复杂度分位 92%。
圣火令,物品,金庸,倚天屠龙记,,2.27,★★☆☆☆,3.58,★★★★☆,低,功能牌,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 82%，同类复杂度分位 89%。
打狗棒,物品,金庸,射雕英雄传,,1.91,★★☆☆☆,2.67,★★★☆☆,低,阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 69%，同类复杂度分位 70%。
黑血神针,物品,李凉,杨小邪,,1.87,★★☆☆☆,2.04,★★☆☆☆,低,持续输出、肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 64%，同类复杂度分位 48%。
赏善罚恶令,物品,金庸,侠客行,,1.58,★★☆☆☆,3.17,★★★☆☆,中,控制/封锁、阵营/结盟,状态交互风险、空间状态风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 37%，同类复杂度分位 84%。
金丝背心,物品,古龙,多情剑客无情剑,,1.51,★★☆☆☆,1.52,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 26%，同类复杂度分位 6%。
金丝甲,物品,古龙,多情剑客无情剑,,1.58,★★☆☆☆,1.6,★★☆☆☆,低,控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 37%，同类复杂度分位 12%。
乌蚕衣,物品,金庸,连城诀,,1.8,★★☆☆☆,1.71,★★☆☆☆,低,肉盾/生存,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 60%，同类复杂度分位 21%。
软猬甲,物品,金庸,射雕英雄传,,1.85,★★☆☆☆,1.92,★★☆☆☆,低,持续输出、控制/封锁、资源/学习,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 62%，同类复杂度分位 36%。
冷月宝刀,物品,金庸,雪山飞狐,,1.97,★★☆☆☆,1.8,★★☆☆☆,低,持续输出、肉盾/生存、控制/封锁,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 75%，同类复杂度分位 28%。
一世人两兄弟,称号,黄易,大唐双龙传,,2.06,★★☆☆☆,1.79,★★☆☆☆,低,爆发输出、阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 86%，同类复杂度分位 23%。
冢中枯骨,称号,其他,其他,,1.53,★★☆☆☆,1.89,★★☆☆☆,中,控制/封锁、规则解释高风险,文本解释风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 36%，同类复杂度分位 50%。
死了一样,称号,其他,其他,,1.53,★★☆☆☆,1.85,★★☆☆☆,低,功能牌,文本解释风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 36%，同类复杂度分位 41%。
武林盟主,称号,其他,其他,,1.3,★☆☆☆☆,1.74,★★☆☆☆,低,阵营/结盟,随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 5%，同类复杂度分位 14%。
例不虚发,称号,古龙,多情剑客无情剑,,1.69,★★☆☆☆,1.56,★★☆☆☆,低,资源/学习,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 50%，同类复杂度分位 5%。
大败亏输,称号,其他,其他,,1.37,★☆☆☆☆,2.04,★★☆☆☆,低,资源/学习、阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 68%。
恶贯满盈,称号,金庸,其他,,1.78,★★☆☆☆,3.48,★★★☆☆,低,爆发输出、持续输出、阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 77%，同类复杂度分位 77%。
公子羽,称号,古龙,天涯明月刀,,2.35,★★☆☆☆,4.84,★★★★★,中,控制/封锁、资源/学习、阵营/结盟,随机/人工裁定风险、目标/来源风险、空间状态风险,自动理解置信度不高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 95%，同类复杂度分位 95%。
天选之人,称号,其他,其他,,1.41,★☆☆☆☆,1.84,★★☆☆☆,中,功能牌,目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 23%，同类复杂度分位 32%。
天卢战法,称号,其他,其他,,1.73,★★☆☆☆,3.67,★★★★☆,低,持续输出、肉盾/生存、阵营/结盟,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 59%，同类复杂度分位 86%。
巴山顾道人,称号,古龙,,,1.75,★★☆☆☆,2.02,★★☆☆☆,低,肉盾/生存,文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 68%，同类复杂度分位 59%。
桃花岛,场景,金庸,射雕英雄传,,1.56,★★☆☆☆,1.94,★★☆☆☆,中,位置/场景,空间状态风险、文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 41%，同类复杂度分位 59%。
长坂坡擂台,场景,温瑞安,神州奇侠,,1.37,★☆☆☆☆,1.75,★★☆☆☆,低,阵营/结盟、胜负特判,胜负裁定风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 32%，同类复杂度分位 23%。
活死人墓,场景,金庸,神雕侠侣,,1.35,★☆☆☆☆,1.86,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 36%。
恶人谷,场景,古龙,绝代双骄,,2.1,★★☆☆☆,2.83,★★★☆☆,低,爆发输出、持续输出、资源/学习,随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 77%，同类复杂度分位 77%。
少室山,场景,金庸,天龙八部,,1.73,★★☆☆☆,1.86,★★☆☆☆,低,控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 55%，同类复杂度分位 36%。
华山之巅,场景,金庸,射雕英雄传,,1.89,★★☆☆☆,1.93,★★☆☆☆,低,爆发输出、控制/封锁,空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 68%，同类复杂度分位 50%。
光明顶,场景,金庸,倚天屠龙记,,1.73,★★☆☆☆,1.99,★★☆☆☆,低,资源/学习、位置/场景,目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 55%，同类复杂度分位 68%。
锁妖塔,场景,其他,其他,,2.71,★★★☆☆,5.0,★★★★★,高,资源/学习、位置/场景、阵营/结盟、胜负特判,目标/来源风险、文本解释风险、空间状态风险、胜负裁定风险、随机/人工裁定风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 95%，同类复杂度分位 91%。
昆仑神宫,场景,其他,其他,,2.39,★★☆☆☆,5.0,★★★★★,中,爆发输出、控制/封锁、资源/学习、位置/场景、胜负特判,文本解释风险、结算顺序风险、目标/来源风险、空间状态风险、胜负裁定风险、循环/累积风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 86%，同类复杂度分位 91%。
排难解纷当六强,场景,金庸,倚天屠龙记,,1.35,★☆☆☆☆,1.36,★☆☆☆☆,低,功能牌,,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 5%。
老魔小丑，岂堪一击，胜之不武,场景,金庸,倚天屠龙记,,1.35,★☆☆☆☆,1.46,★☆☆☆☆,低,功能牌,,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 14%。
海东青,废弃,古龙,名剑风流,3900,2.2,★★☆☆☆,2.97,★★★☆☆,低,爆发输出、阵营/结盟,结算顺序风险、循环/累积风险、目标/来源风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 90%，同类复杂度分位 30%。
百损道人,废弃,金庸,倚天屠龙记,4000,1.0,★☆☆☆☆,1.86,★★☆☆☆,低,待观察,目标/来源风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 10%，同类复杂度分位 10%。
济天下,废弃,其他,尘缘,1000,1.87,★★☆☆☆,3.12,★★★☆☆,中,肉盾/生存、控制/封锁,状态交互风险、空间状态风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 70%，同类复杂度分位 50%。
孙青霞,废弃,温瑞安,四大名捕,2333,1.49,★☆☆☆☆,3.49,★★★☆☆,中,爆发输出、阵营/结盟、规则解释高风险,文本解释风险、目标/来源风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 50%，同类复杂度分位 90%。
朱泪儿,废弃,,,1100,1.11,★☆☆☆☆,3.31,★★★☆☆,低,持续输出、控制/封锁、阵营/结盟、规则解释高风险,文本解释风险、状态交互风险、目标/来源风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 30%，同类复杂度分位 70%。
